"Name" "Chr" "Pos" "cM"
"M8385" "M8385" 3 44338773 88.9900273458564
"M8386" "M8386" 3 44339524 88.9901113512838
"M8387" "M8387" 3 44354932 88.9918348607707
"M8388" "M8388" 3 44562066 89.0150044748714
"M8389" "M8389" 3 44599170 89.01915485753
"M8390" "M8390" 3 44599748 89.0192195115074
"M8391" "M8391" 3 44670967 89.0271859329864
"M8392" "M8392" 3 44674661 89.0275991367796
"M8393" "M8393" 3 44674717 89.0276054008327
"M8394" "M8394" 3 44674939 89.0276302333292
"M8395" "M8395" 3 44676693 89.0278264324232
"M8396" "M8396" 3 44677417 89.0279074176821
"M8397" "M8397" 3 45039029 89.0683566461728
"M8398" "M8398" 3 45039285 89.0683852818445
"M8399" "M8399" 3 45044887 89.0690119108778
"M8400" "M8400" 3 45048138 89.0693755615361
"M8401" "M8401" 3 45048607 89.0694280229814
"M8402" "M8402" 3 45051297 89.0697289212498
"M8403" "M8403" 3 45137498 89.0793712006684
"M8404" "M8404" 3 45200029 89.0863657990411
"M8405" "M8405" 3 45216806 89.0882424422565
"M8406" "M8406" 3 45219783 89.0885754437974
"M8407" "M8407" 3 45229812 89.0896972686056
"M8408" "M8408" 3 45237069 89.0905090227818
"M8409" "M8409" 3 45268117 89.0939819928331
"M8410" "M8410" 3 45388487 89.1074463514092
"M8411" "M8411" 3 45391380 89.1077699568704
"M8412" "M8412" 3 45432237 89.1123401429495
"M8413" "M8413" 3 45567053 89.1274204035277
"M8414" "M8414" 3 45574266 89.1282272359478
"M8415" "M8415" 3 45705092 89.1428611827376
"M8416" "M8416" 3 45791696 89.1525485409674
"M8417" "M8417" 3 45845063 89.1585180717819
"M8418" "M8418" 3 45896439 89.1642648931344
"M8419" "M8419" 3 45984960 89.1741666833273
"M8420" "M8420" 3 46130382 89.190433310833
"M8421" "M8421" 3 46175829 89.195516925556
"M8422" "M8422" 3 46177633 89.1957187175546
"M8423" "M8423" 3 46178946 89.1958655872299
"M8424" "M8424" 3 46512784 89.2332080690637
"M8425" "M8425" 3 47170271 89.3067533106285
"M8426" "M8426" 3 47212646 89.3114932972918
"M8427" "M8427" 3 47328847 89.3244913194809
"M8428" "M8428" 3 47394577 89.331843751891
"M8429" "M8429" 3 47395550 89.3319525898149
"M8430" "M8430" 3 47448964 89.3383459763012
"M8431" "M8431" 3 47499620 89.4773740056629
"M8432" "M8432" 3 47499864 89.4780436763666
"M8433" "M8433" 3 47531079 89.5637148690491
"M8434" "M8434" 3 47565643 89.6585775665945
"M8435" "M8435" 3 47574787 89.6836737506691
"M8436" "M8436" 3 47601473 89.756914867053
"M8437" "M8437" 3 47603423 89.7622667435781
"M8438" "M8438" 3 47854601 90.4390201327979
"M8439" "M8439" 3 47909629 90.451237407938
"M8440" "M8440" 3 47959654 90.4623439207838
"M8441" "M8441" 3 48040517 90.4802970631776
"M8442" "M8442" 3 48302119 90.5383777423078
"M8443" "M8443" 3 48386461 90.557103289663
"M8444" "M8444" 3 48414272 90.5632778669494
"M8445" "M8445" 3 48714266 90.6298823090217
"M8446" "M8446" 3 48806961 90.6504623831495
"M8447" "M8447" 3 48808725 90.6508540251017
"M8448" "M8448" 3 48921925 90.6759866038953
"M8449" "M8449" 3 48932113 90.6782485359867
"M8450" "M8450" 3 48932455 90.6783244665693
"M8451" "M8451" 3 48957242 90.6838276576519
"M8452" "M8452" 3 48979026 90.6886641249349
"M8453" "M8453" 3 49054202 90.7053546438694
"M8454" "M8454" 3 49186685 90.7347684198084
"M8455" "M8455" 3 49231977 90.7448241155568
"M8456" "M8456" 3 49233125 90.7450789936527
"M8457" "M8457" 3 49249341 90.7486792577668
"M8458" "M8458" 3 49384261 90.7786340946115
"M8459" "M8459" 3 49527695 90.8104792033277
"M8460" "M8460" 3 49562562 90.818220348423
"M8461" "M8461" 3 49564419 90.8186326381653
"M8462" "M8462" 3 49564639 90.8186814823997
"M8463" "M8463" 3 49619525 90.8308672308066
"M8464" "M8464" 3 49619564 90.8308758895572
"M8465" "M8465" 3 49619609 90.8308858804233
"M8466" "M8466" 3 49687821 90.8460302573197
"M8467" "M8467" 3 49827477 90.8770365773196
"M8468" "M8468" 3 49864666 90.8852932511071
"M8469" "M8469" 3 50094155 90.936244226149
"M8470" "M8470" 3 50097253 90.9369320417772
"M8471" "M8471" 3 50101656 90.937909592523
"M8472" "M8472" 3 50102233 90.9388256654754
"M8473" "M8473" 3 50102442 90.9391574839279
"M8474" "M8474" 3 50115393 90.9597191144424
"M8475" "M8475" 3 50220093 91.125945870282
"M8476" "M8476" 3 50220289 91.1262570493092
"M8477" "M8477" 3 50220362 91.1263729476203
"M8478" "M8478" 3 50470743 91.5238898659954
"M8479" "M8479" 3 50510020 91.5862479203326
"M8480" "M8480" 3 50510523 91.5870465073258
"M8481" "M8481" 3 50607632 91.7381134730955
"M8482" "M8482" 3 50609723 91.7383178423559
"M8483" "M8483" 3 50644761 91.7417423713585
"M8484" "M8484" 3 50659497 91.7431826322005
"M8485" "M8485" 3 50870329 91.7637888397091
"M8486" "M8486" 3 50873306 91.7640798044571
"M8487" "M8487" 3 50946338 91.7712177747215
"M8488" "M8488" 3 51039657 91.7803385470828
"M8489" "M8489" 3 51062306 91.7825522053219
"M8490" "M8490" 3 51137448 91.7898964018604
"M8491" "M8491" 3 51137513 91.7899027548026
"M8492" "M8492" 3 51137542 91.7899055891921
"M8493" "M8493" 3 51165913 91.7926785018108
"M8494" "M8494" 3 51232341 91.7991710131581
"M8495" "M8495" 3 51288049 91.8046157777474
"M8496" "M8496" 3 51288312 91.8046414827285
"M8497" "M8497" 3 51288566 91.8046663080715
"M8498" "M8498" 3 51328116 91.8085318289932
"M8499" "M8499" 3 51498349 91.8251699888684
"M8500" "M8500" 3 51715898 91.8464326996395
"M8501" "M8501" 3 51716032 91.8464457964739
"M8502" "M8502" 3 51716560 91.8464974019113
"M8503" "M8503" 3 51762426 91.8509802333296
"M8504" "M8504" 3 51763135 91.8510495292672
"M8505" "M8505" 3 51763161 91.8510520704441
"M8506" "M8506" 3 51984326 91.8726682002709
"M8507" "M8507" 3 52033084 91.8774336887437
"M8508" "M8508" 3 52035511 91.8776708978278
"M8509" "M8509" 3 52176843 91.8914843441718
"M8510" "M8510" 3 52211773 91.8948983175168
"M8511" "M8511" 3 52212481 91.8949675157169
"M8512" "M8512" 3 52241392 91.8977932066238
"M8513" "M8513" 3 52245346 91.8981796609784
"M8514" "M8514" 3 52246045 91.8982479795403
"M8515" "M8515" 3 52248934 91.8985303433821
"M8516" "M8516" 3 52292103 91.9027495765722
"M8517" "M8517" 3 52617329 91.934536375745
"M8518" "M8518" 3 52636846 91.9364439199126
"M8519" "M8519" 3 52647366 91.9374721191565
"M8520" "M8520" 3 52676685 91.9403376869922
"M8521" "M8521" 3 52695667 91.9421929415595
"M8522" "M8522" 3 52696992 91.9423224438407
"M8523" "M8523" 3 52746998 91.9472099088018
"M8524" "M8524" 3 52792079 91.9516160162271
"M8525" "M8525" 3 53008392 91.9727579233608
"M8526" "M8526" 3 53008421 91.9727607577503
"M8527" "M8527" 3 53028706 91.9747433643722
"M8528" "M8528" 3 53142974 91.9859116411025
"M8529" "M8529" 3 53143210 91.9859347071692
"M8530" "M8530" 3 53143525 91.9859654945039
"M8531" "M8531" 3 53143637 91.9859764411119
"M8532" "M8532" 3 53145199 91.9861291071973
"M8533" "M8533" 3 53145226 91.9861317461117
"M8534" "M8534" 3 53145387 91.9861474818606
"M8535" "M8535" 3 53147014 91.9863065008881
"M8536" "M8536" 3 53204684 91.9919430265912
"M8537" "M8537" 3 53488512 92.0196836858115
"M8538" "M8538" 3 53555645 92.0262451021462
"M8539" "M8539" 3 53675536 92.0379629572366
"M8540" "M8540" 3 53962771 92.0660366083604
"M8541" "M8541" 3 53977354 92.0674619153541
"M8542" "M8542" 3 53977537 92.0674798013295
"M8543" "M8543" 3 53981457 92.0678629326067
"M8544" "M8544" 3 53982031 92.0679190339723
"M8545" "M8545" 3 54111972 92.0806191516483
"M8546" "M8546" 3 54116082 92.081020853064
"M8547" "M8547" 3 54117405 92.08115015987
"M8548" "M8548" 3 54118733 92.0812799553639
"M8549" "M8549" 3 54120946 92.0814962486079
"M8550" "M8550" 3 54121561 92.0815563572139
"M8551" "M8551" 3 54145618 92.0839076299526
"M8552" "M8552" 3 54175671 92.0868449371652
"M8553" "M8553" 3 54177469 92.0870206693174
"M8554" "M8554" 3 54177495 92.0870232104942
"M8555" "M8555" 3 54216127 92.090799008326
"M8556" "M8556" 3 54252142 92.0943190269352
"M8557" "M8557" 3 54253578 92.0944593780868
"M8558" "M8558" 3 54468308 92.115446566646
"M8559" "M8559" 3 54468448 92.1154602499059
"M8560" "M8560" 3 54468492 92.115464550359
"M8561" "M8561" 3 54470056 92.1156174119196
"M8562" "M8562" 3 54470579 92.1156685286691
"M8563" "M8563" 3 54802480 92.1507340068687
"M8564" "M8564" 3 54843324 92.1557540407912
"M8565" "M8565" 3 54967411 92.1710052637208
"M8566" "M8566" 3 54995889 92.1745054235006
"M8567" "M8567" 3 55028090 92.1784631679022
"M8568" "M8568" 3 55028482 92.1785113476421
"M8569" "M8569" 3 55029566 92.1786445793719
"M8570" "M8570" 3 55029718 92.1786632613119
"M8571" "M8571" 3 55047361 92.1808317183311
"M8572" "M8572" 3 55047386 92.1808347910186
"M8573" "M8573" 3 55050620 92.181232273873
"M8574" "M8574" 3 55054443 92.1817021492448
"M8575" "M8575" 3 55104657 92.1878738264405
"M8576" "M8576" 3 55105051 92.1879222519955
"M8577" "M8577" 3 55108138 92.1883016674474
"M8578" "M8578" 3 55168365 92.1957040174388
"M8579" "M8579" 3 55169453 92.1958377407986
"M8580" "M8580" 3 55364243 92.2197788926877
"M8581" "M8581" 3 55374519 92.2210418901558
"M8582" "M8582" 3 55432111 92.2281203788852
"M8583" "M8583" 3 55475402 92.2334411674597
"M8584" "M8584" 3 55672972 92.2577240021983
"M8585" "M8585" 3 55807265 92.274229619071
"M8586" "M8586" 3 56014406 92.2996888014903
"M8587" "M8587" 3 56015637 92.2998401006226
"M8588" "M8588" 3 56172512 92.3191212146562
"M8589" "M8589" 3 56283754 92.3327936907507
"M8590" "M8590" 3 56284696 92.3329094696155
"M8591" "M8591" 3 56286934 92.3331845366001
"M8592" "M8592" 3 56325378 92.337909592523
"M8593" "M8593" 3 56475589 92.3559340221162
"M8594" "M8594" 3 56900712 92.4069462621115
"M8595" "M8595" 3 56901498 92.4070405774523
"M8596" "M8596" 3 56990832 92.4177601279065
"M8597" "M8597" 3 57088124 92.4294345911881
"M8598" "M8598" 3 57088368 92.4294638697417
"M8599" "M8599" 3 57089664 92.4296193820594
"M8600" "M8600" 3 57089893 92.429646860702
"M8601" "M8601" 3 57393000 92.4660179039724
"M8602" "M8602" 3 57576948 92.4880905735825
"M8603" "M8603" 3 57634501 92.4949965924252
"M8604" "M8604" 3 57640095 92.4956678392656
"M8605" "M8605" 3 57641131 92.4957921531245
"M8606" "M8606" 3 57992127 92.537909592523
"M8607" "M8607" 3 58060842 92.5679034379247
"M8608" "M8608" 3 58060982 92.5679645474111
"M8609" "M8609" 3 58079313 92.5759659616592
"M8610" "M8610" 3 58079857 92.5762034156634
"M8611" "M8611" 3 58080951 92.5766809426498
"M8612" "M8612" 3 58089332 92.580339218402
"M8613" "M8613" 3 58162737 92.6123802315973
"M8614" "M8614" 3 58297700 92.6712910859515
"M8615" "M8615" 3 58453000 92.7390789661944
"M8616" "M8616" 3 58540462 92.777255808318
"M8617" "M8617" 3 58540879 92.7774378272882
"M8618" "M8618" 3 58559423 92.7855322152548
"M8619" "M8619" 3 58710751 92.85158633207
"M8620" "M8620" 3 58903070 92.9355328699993
"M8621" "M8621" 3 58903173 92.9355778291215
"M8622" "M8622" 3 59037383 92.9941600017383
"M8623" "M8623" 3 59037748 92.9943193228992
"M8624" "M8624" 3 59044722 92.9973634483133
"M8625" "M8625" 3 59236939 93.0812654636169
"M8626" "M8626" 3 59297467 93.1076857135547
"M8627" "M8627" 3 59325372 93.1198661436782
"M8628" "M8628" 3 59466669 93.1815417657946
"M8629" "M8629" 3 59601054 93.2402003252694
"M8630" "M8630" 3 59610036 93.2441209353167
"M8631" "M8631" 3 59610206 93.244195139693
"M8632" "M8632" 3 59614543 93.2460882242816
"M8633" "M8633" 3 59665237 93.2682159692979
"M8634" "M8634" 3 59792304 93.3236802486206
"M8635" "M8635" 3 59806774 93.3299963505338
"M8636" "M8636" 3 59811738 93.3321631183221
"M8637" "M8637" 3 59812929 93.3326829854526
"M8638" "M8638" 3 59813273 93.3328331401906
"M8639" "M8639" 3 59813342 93.3328632584374
"M8640" "M8640" 3 59824903 93.337909592523
"M8641" "M8641" 3 60014805 93.3634369198507
"M8642" "M8642" 3 60022502 93.3644715789825
"M8643" "M8643" 3 60238174 93.3934630047675
"M8644" "M8644" 3 60251238 93.3952191158364
"M8645" "M8645" 3 60254604 93.3956715859725
"M8646" "M8646" 3 60527910 93.4324103866309
"M8647" "M8647" 3 60528865 93.4325387612536
"M8648" "M8648" 3 60696000 93.4550056644612
"M8649" "M8649" 3 60707415 93.4565401108675
"M8650" "M8650" 3 60707481 93.4565489828309
"M8651" "M8651" 3 60720354 93.4582794189753
"M8652" "M8652" 3 60781514 93.466500771775
"M8653" "M8653" 3 60781950 93.4665593805032
"M8654" "M8654" 3 60940942 93.4879316716139
"M8655" "M8655" 3 60941077 93.4879498188118
"M8656" "M8656" 3 60945363 93.4885259587415
"M8657" "M8657" 3 60948612 93.488962701306
"M8658" "M8658" 3 60948642 93.4889667340167
"M8659" "M8659" 3 61239681 93.5280892699465
"M8660" "M8660" 3 61240529 93.5282032612345
"M8661" "M8661" 3 61241598 93.5283469601577
"M8662" "M8662" 3 61242103 93.5284148441204
"M8663" "M8663" 3 61242313 93.5284430730951
"M8664" "M8664" 3 61340043 93.5415803001898
"M8665" "M8665" 3 61340285 93.5416128307224
"M8666" "M8666" 3 61340439 93.5416335319705
"M8667" "M8667" 3 61341230 93.5417398611082
"M8668" "M8668" 3 61341819 93.5418190366609
"M8669" "M8669" 3 61624675 93.5798415835462
"M8670" "M8670" 3 62260589 93.6653234891095
"M8671" "M8671" 3 62611266 93.7124627849848
"M8672" "M8672" 3 62696702 93.7239474072508
"M8673" "M8673" 3 62707348 93.7253784818405
"M8674" "M8674" 3 63108209 93.7792636961085
"M8675" "M8675" 3 63108464 93.7792979741492
"M8676" "M8676" 3 63218819 93.7941323003134
"M8677" "M8677" 3 63528618 93.8357766246429
"M8678" "M8678" 3 63531313 93.8361388964839
"M8679" "M8679" 3 63531631 93.8361816432168
"M8680" "M8680" 3 63537039 93.8369086065252
"M8681" "M8681" 3 63693876 93.8579912145868
"M8682" "M8682" 3 63694629 93.8580924356243
"M8683" "M8683" 3 63695241 93.8581747029218
"M8684" "M8684" 3 63695563 93.8582179873496
"M8685" "M8685" 3 63695713 93.8582381509029
"M8686" "M8686" 3 63695820 93.8582525342376
"M8687" "M8687" 3 63695841 93.858255357135
"M8688" "M8688" 3 63695863 93.8582583144562
"M8689" "M8689" 3 63695921 93.8582661110301
"M8690" "M8690" 3 63696378 93.8583275426558
"M8691" "M8691" 3 63696472 93.8583401784826
"M8692" "M8692" 3 63779989 93.8695668416901
"M8693" "M8693" 3 63780231 93.8695993722227
"M8694" "M8694" 3 63781698 93.869796571774
"M8695" "M8695" 3 64418217 93.955359803669
"M8696" "M8696" 3 64420270 93.9556357755019
"M8697" "M8697" 3 64579310 93.9770145189495
"M8698" "M8698" 3 64579474 93.9770365644345
"M8699" "M8699" 3 64588202 93.9782098143893
"M8700" "M8700" 3 64661626 93.9880797393069
"M8701" "M8701" 3 64756310 94.0008075118459
"M8702" "M8702" 3 64813983 94.0085601292432
"M8703" "M8703" 3 64820249 94.0094024280764
"M8704" "M8704" 3 64820513 94.0094379159302
"M8705" "M8705" 3 64820959 94.0094978688954
"M8706" "M8706" 3 64821659 94.0095919654775
"M8707" "M8707" 3 64859877 94.0147293700115
"M8708" "M8708" 3 64915323 94.022182625854
"M8709" "M8709" 3 65006683 94.0344635740518
"M8710" "M8710" 3 65021684 94.0364800638057
"M8711" "M8711" 3 65022102 94.0365362529076
"M8712" "M8712" 3 65022624 94.0366064220731
"M8713" "M8713" 3 65022800 94.0366300806423
"M8714" "M8714" 3 65485892 94.0988806154805
"M8715" "M8715" 3 65486028 94.0988988971022
"M8716" "M8716" 3 65487200 94.0990564416653
"M8717" "M8717" 3 65506641 94.101669772597
"M8718" "M8718" 3 65660617 94.1223677944852
"M8719" "M8719" 3 65712923 94.1293989599453
"M8720" "M8720" 3 65713640 94.1294953417301
"M8721" "M8721" 3 65768245 94.1368355472504
"M8722" "M8722" 3 65820631 94.1438774666056
"M8723" "M8723" 3 65831476 94.1453352915094
"M8724" "M8724" 3 66079620 94.1786917233132
"M8725" "M8725" 3 66079754 94.1787097360875
"M8726" "M8726" 3 66082612 94.1790939189897
"M8727" "M8727" 3 66109657 94.1827294076501
"M8728" "M8728" 3 66115919 94.1835711687886
"M8729" "M8729" 3 66116067 94.1835910634945
"M8730" "M8730" 3 66133975 94.1859983229114
"M8731" "M8731" 3 66312613 94.2100115018099
"M8732" "M8732" 3 66343921 94.2142200386551
"M8733" "M8733" 3 66660390 94.256760968988
"M8734" "M8734" 3 66674523 94.2586607789801
"M8735" "M8735" 3 66704518 94.262692817522
"M8736" "M8736" 3 66705042 94.2627632555349
"M8737" "M8737" 3 66705163 94.2627795208012
"M8738" "M8738" 3 66727171 94.2657379173417
"M8739" "M8739" 3 66727209 94.2657430254419
"M8740" "M8740" 3 66727315 94.2657572743529
"M8741" "M8741" 3 66859641 94.2835450233812
"M8742" "M8742" 3 66862594 94.2839419765338
"M8743" "M8743" 3 66864518 94.2842006077109
"M8744" "M8744" 3 66909555 94.2902546473779
"M8745" "M8745" 3 66943923 94.2948745207105
"M8746" "M8746" 3 66944277 94.2949221066963
"M8747" "M8747" 3 66944550 94.2949588043633
"M8748" "M8748" 3 66948452 94.2954833255965
"M8749" "M8749" 3 66949647 94.2956439619045
"M8750" "M8750" 3 66949679 94.2956482634625
"M8751" "M8751" 3 66951944 94.2959527331174
"M8752" "M8752" 3 67110085 94.317210629669
"M8753" "M8753" 3 67111028 94.3173373912074
"M8754" "M8754" 3 67170316 94.3253071028619
"M8755" "M8755" 3 67170407 94.3253193354175
"M8756" "M8756" 3 67183679 94.3271034066137
"M8757" "M8757" 3 67258345 94.3371402857527
"M8758" "M8758" 3 67295615 94.3421502566298
"M8759" "M8759" 3 67297492 94.3424025698934
"M8760" "M8760" 3 67397934 94.3559043540318
"M8761" "M8761" 3 67492567 94.3686252709627
"M8762" "M8762" 3 67535448 94.374389493157
"M8763" "M8763" 3 67692887 94.3955530242791
"M8764" "M8764" 3 67695433 94.3958952669905
"M8765" "M8765" 3 67699157 94.3963958608071
"M8766" "M8766" 3 67699217 94.3964039262285
"M8767" "M8767" 3 67700529 94.396580290108
"M8768" "M8768" 3 67701944 94.3967704996275
"M8769" "M8769" 3 67888085 94.4217922594621
"M8770" "M8770" 3 67914972 94.4254065091796
"M8771" "M8771" 3 67988627 94.4353074859694
"M8772" "M8772" 3 68055354 94.4442771754439
"M8773" "M8773" 3 68056867 94.4444805584849
"M8774" "M8774" 3 68364348 94.485813288704
"M8775" "M8775" 3 68453474 94.4977939343812
"M8776" "M8776" 3 68563037 94.5125217969841
"M8777" "M8777" 3 68579071 94.5146771464084
"M8778" "M8778" 3 68684143 94.5288013122254
"M8779" "M8779" 3 68731327 94.5351439595521
"M8780" "M8780" 3 68751901 94.537909592523
"M8781" "M8781" 3 68818435 94.5419356914164
"M8782" "M8782" 3 68847391 94.5436878740532
"M8783" "M8783" 3 68974107 94.5513557002379
"M8784" "M8784" 3 69144010 94.561636853938
"M8785" "M8785" 3 69183139 94.5640046241548
"M8786" "M8786" 3 69202300 94.5651640927106
"M8787" "M8787" 3 69204608 94.5653037541806
"M8788" "M8788" 3 69204868 94.5653194872752
"M8789" "M8789" 3 69205024 94.5653289271319
"M8790" "M8790" 3 69321713 94.5723900004744
"M8791" "M8791" 3 69413058 94.5779174601705
"M8792" "M8792" 3 69556860 94.5866191927143
"M8793" "M8793" 3 69558888 94.5867419108517
"M8794" "M8794" 3 69558959 94.5867462071967
"M8795" "M8795" 3 69559329 94.5867685966005
"M8796" "M8796" 3 69560163 94.5868190635268
"M8797" "M8797" 3 69560186 94.5868204553006
"M8798" "M8798" 3 69560243 94.586823904479
"M8799" "M8799" 3 69562105 94.5869365776407
"M8800" "M8800" 3 69665119 94.5931701507222
"M8801" "M8801" 3 69667003 94.5932841551457
"M8802" "M8802" 3 69766430 94.5993006720344
"M8803" "M8803" 3 69799602 94.6013079728504
"M8804" "M8804" 3 69854703 94.6046422391673
"M8805" "M8805" 3 69965401 94.6113407857044
"M8806" "M8806" 3 70162386 94.6232607227368
"M8807" "M8807" 3 70162418 94.6232626591177
"M8808" "M8808" 3 70162490 94.6232670159746
"M8809" "M8809" 3 70249540 94.6285345770512
"M8810" "M8810" 3 70250297 94.6285803845611
"M8811" "M8811" 3 70260391 94.6291911917007
"M8812" "M8812" 3 70322478 94.6329481941656
"M8813" "M8813" 3 70322510 94.6329501305464
"M8814" "M8814" 3 70433210 94.6396487981073
"M8815" "M8815" 3 71217126 94.687085046343
"M8816" "M8816" 3 71260257 94.6896949851919
"M8817" "M8817" 3 71308750 94.6926293888597
"M8818" "M8818" 3 71397004 94.6979698062664
"M8819" "M8819" 3 71484090 94.7032395457715
"M8820" "M8820" 3 71536189 94.7063921553583
"M8821" "M8821" 3 71617471 94.7113106837836
"M8822" "M8822" 3 71617552 94.7113155852477
"M8823" "M8823" 3 71636920 94.7124875797673
"M8824" "M8824" 3 71726016 94.7178789481956
"M8825" "M8825" 3 71779046 94.7210878943632
"M8826" "M8826" 3 71816320 94.7233434150015
"M8827" "M8827" 3 71873824 94.7268230914191
"M8828" "M8828" 3 71914201 94.7292663804896
"M8829" "M8829" 3 72069817 94.7386830006446
"M8830" "M8830" 3 72282262 94.7515384516833
"M8831" "M8831" 3 72285566 94.7517383830078
"M8832" "M8832" 3 72344606 94.755311005707
"M8833" "M8833" 3 72363528 94.7564560119182
"M8834" "M8834" 3 72532638 94.76668917968
"M8835" "M8835" 3 72690186 94.7762227088298
"M8836" "M8836" 3 72770054 94.7810556734256
"M8837" "M8837" 3 72792382 94.7824067831754
"M8838" "M8838" 3 72799253 94.7828225604546
"M8839" "M8839" 3 72815818 94.7838249401127
"M8840" "M8840" 3 72930475 94.7907630532702
"M8841" "M8841" 3 72940036 94.791341607566
"M8842" "M8842" 3 73154751 94.8043344206224
"M8843" "M8843" 3 73219069 94.8082264251408
"M8844" "M8844" 3 73307042 94.813549838703
"M8845" "M8845" 3 73542753 94.8278131596556
"M8846" "M8846" 3 73647174 94.8341318729833
"M8847" "M8847" 3 73647198 94.834133325269
"M8848" "M8848" 3 73920185 94.8506522878837
"M8849" "M8849" 3 73982699 94.8544351289307
"M8850" "M8850" 3 74104350 94.8617964623314
"M8851" "M8851" 3 74228442 94.8693055052851
"M8852" "M8852" 3 74270924 94.8718761719095
"M8853" "M8853" 3 74271086 94.8718859748376
"M8854" "M8854" 3 74284156 94.8726768653979
"M8855" "M8855" 3 74583159 94.8907701056573
"M8856" "M8856" 3 74799380 94.9038540496383
"M8857" "M8857" 3 74846993 94.9067352028323
"M8858" "M8858" 3 75047065 94.9188419401064
"M8859" "M8859" 3 75499985 94.9462489907992
"M8860" "M8860" 3 75703677 94.9585747811589
"M8861" "M8861" 3 76456969 95.0041579129051
"M8862" "M8862" 3 76489503 95.0061266071276
"M8863" "M8863" 3 76579313 95.0115611810539
"M8864" "M8864" 3 76682276 95.0177916680284
"M8865" "M8865" 3 77152654 95.0462551355078
"M8866" "M8866" 3 77238472 95.0514481459211
"M8867" "M8867" 3 77296653 95.0549687888963
"M8868" "M8868" 3 77738208 95.0816881218219
"M8869" "M8869" 3 77790742 95.0848670540861
"M8870" "M8870" 3 78200323 95.1096515794544
"M8871" "M8871" 3 78497275 95.1276207098026
"M8872" "M8872" 3 78548504 95.1307206740346
"M8873" "M8873" 3 78865130 95.1498803155445
"M8874" "M8874" 3 78867994 95.1500536216321
"M8875" "M8875" 3 78997146 95.1578688548103
"M8876" "M8876" 3 79609017 95.1948943328516
"M8877" "M8877" 3 79609857 95.1949451628493
"M8878" "M8878" 3 79691718 95.199898727666
"M8879" "M8879" 3 80474150 95.2472451762389
"M8880" "M8880" 3 80514431 95.2496826561669
"M8881" "M8881" 3 80517677 95.2498790778011
"M8882" "M8882" 3 80555396 95.2521615262358
"M8883" "M8883" 3 80555437 95.2521640072238
"M8884" "M8884" 3 80598525 95.2547713440609
"M8885" "M8885" 3 80612078 95.2555914618699
"M8886" "M8886" 3 80649460 95.2578535177936
"M8887" "M8887" 3 80650810 95.2579352088615
"M8888" "M8888" 3 80652751 95.2580526624634
"M8889" "M8889" 3 80807687 95.267428134525
"M8890" "M8890" 3 80944204 95.2756890378621
"M8891" "M8891" 3 81066061 95.2830628367146
"M8892" "M8892" 3 81074929 95.2835994562623
"M8893" "M8893" 3 81440348 95.3057116550107
"M8894" "M8894" 3 81459017 95.3068413517107
"M8895" "M8895" 3 81530804 95.3111853196257
"M8896" "M8896" 3 81545930 95.3121006226567
"M8897" "M8897" 3 81705591 95.3217620134557
"M8898" "M8898" 3 81916707 95.3345370441765
"M8899" "M8899" 3 82021447 95.3408750608009
"M8900" "M8900" 3 82130846 95.3474950023773
"M8901" "M8901" 3 82144172 95.3483013839844
"M8902" "M8902" 3 82329783 95.3595330586425
"M8903" "M8903" 3 82427741 95.3654606835471
"M8904" "M8904" 3 82616217 95.3768657248046
"M8905" "M8905" 3 82715564 95.3828774007412
"M8906" "M8906" 3 82744448 95.384625226521
"M8907" "M8907" 3 82750592 95.3849970116475
"M8908" "M8908" 3 83274750 95.4167148092211
"M8909" "M8909" 3 84166088 95.4706513670026
"M8910" "M8910" 3 84904947 95.515361130466
"M8911" "M8911" 3 84909492 95.515636157061
"M8912" "M8912" 3 84909559 95.5156402113584
"M8913" "M8913" 3 85057283 95.5245792715822
"M8914" "M8914" 3 85057381 95.5245852017486
"M8915" "M8915" 3 85652110 95.5605733847643
"M8916" "M8916" 3 85652738 95.5606113862388
"M8917" "M8917" 3 85661495 95.5611412889654
"M8918" "M8918" 3 85661543 95.5611441935367
"M8919" "M8919" 3 85661671 95.5611519390601
"M8920" "M8920" 3 85661918 95.5611668854999
"M8921" "M8921" 3 85662353 95.5611932081774
"M8922" "M8922" 3 85662378 95.5611947209749
"M8923" "M8923" 3 85663321 95.5612517836986
"M8924" "M8924" 3 85751521 95.5665889334626
"M8925" "M8925" 3 86197624 95.5935834745188
"M8926" "M8926" 3 86320972 95.6010474966173
"M8927" "M8927" 3 86320993 95.6010487673673
"M8928" "M8928" 3 86321263 95.6010651055809
"M8929" "M8929" 3 86715641 95.6249296685017
"M8930" "M8930" 3 86773344 95.6284213867878
"M8931" "M8931" 3 86774730 95.6285052562841
"M8932" "M8932" 3 86845871 95.6328101335104
"M8933" "M8933" 3 86845892 95.6328114042603
"M8934" "M8934" 3 86872680 95.6344323970934
"M8935" "M8935" 3 86873072 95.634456117759
"M8936" "M8936" 3 86903026 95.6362686912741
"M8937" "M8937" 3 86909916 95.6366856182795
"M8938" "M8938" 3 86920711 95.6373388442625
"M8939" "M8939" 3 86921300 95.6373744857728
"M8940" "M8940" 3 86930143 95.637909592523
"M8941" "M8941" 3 86960290 95.6401170171904
"M8942" "M8942" 3 86963014 95.6403164740118
"M8943" "M8943" 3 86963273 95.6403354385187
"M8944" "M8944" 3 87001515 95.6431355955536
"M8945" "M8945" 3 87271259 95.6628867999682
